Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incidence_Rate,Case-Fatality_Ratio
Missouri,US,2020-09-20 04:22:56,37.82462075,-92.20783203,537,5,0,532.0,"Pulaski, Missouri, US",1020.7767027201704,0.931098696461825
Missouri,US,2020-09-20 04:22:56,40.47942497,-93.02042674,31,1,0,30.0,"Putnam, Missouri, US",660.1362862010221,3.2258064516129035
Missouri,US,2020-09-20 04:22:56,39.52817427,-91.51838643,139,0,0,139.0,"Ralls, Missouri, US",1348.3364050829373,0.0
Missouri,US,2020-09-20 04:22:56,39.44007257,-92.49713740000001,207,2,0,205.0,"Randolph, Missouri, US",836.4312267657992,0.966183574879227
Missouri,US,2020-09-20 04:22:56,39.353746799999996,-93.98905745,157,0,0,157.0,"Ray, Missouri, US",682.0748979059866,0.0
Missouri,US,2020-09-20 04:22:56,37.36085952,-90.97009925,30,0,0,30.0,"Reynolds, Missouri, US",478.4688995215312,0.0
Missouri,US,2020-09-20 04:22:56,36.65460667,-90.85990261,138,0,0,138.0,"Ripley, Missouri, US",1038.5310054184226,0.0
Missouri,US,2020-09-20 04:22:56,39.13734288,-93.20259964,660,9,0,651.0,"Saline, Missouri, US",2899.6968498747856,1.3636363636363635
Missouri,US,2020-09-20 04:22:56,40.46921489,-92.52311943,22,0,0,22.0,"Schuyler, Missouri, US",472.1030042918455,0.0
Missouri,US,2020-09-20 04:22:56,40.45214695,-92.14709064,28,1,0,27.0,"Scotland, Missouri, US",571.1954304365564,3.571428571428572
Missouri,US,2020-09-20 04:22:56,37.05588075,-89.56474493,802,16,0,786.0,"Scott, Missouri, US",2095.0888192267503,1.9950124688279305
Missouri,US,2020-09-20 04:22:56,37.15772072,-91.40190382,81,1,0,80.0,"Shannon, Missouri, US",991.9177075679647,1.2345679012345678
Missouri,US,2020-09-20 04:22:56,39.79742518,-92.07634971,59,1,0,58.0,"Shelby, Missouri, US",994.9409780775716,1.6949152542372878
Missouri,US,2020-09-20 04:22:56,38.77875681,-90.66662425,7066,108,0,6958.0,"St. Charles, Missouri, US",1757.6152548865484,1.5284460798188508
Missouri,US,2020-09-20 04:22:56,38.03699437,-93.77631447,41,0,0,41.0,"St. Clair, Missouri, US",436.3094604661062,0.0
Missouri,US,2020-09-20 04:22:56,37.81214171,-90.47598685,1895,8,0,1887.0,"St. Francois, Missouri, US",2819.311165662427,0.4221635883905013
Missouri,US,2020-09-20 04:22:56,38.63770039999999,-90.4458375,22729,782,0,21947.0,"St. Louis, Missouri, US",2286.14822898698,3.4405385190725504
Missouri,US,2020-09-20 04:22:56,38.63555736,-90.24349225,6797,195,0,6602.0,"St. Louis City, Missouri, US",2261.324922814862,2.8689127556274827
Missouri,US,2020-09-20 04:22:56,37.89090059,-90.1949941,175,1,0,174.0,"Ste. Genevieve, Missouri, US",977.9814462948474,0.5714285714285714
Missouri,US,2020-09-20 04:22:56,36.85571651,-89.9444155,439,9,0,430.0,"Stoddard, Missouri, US",1512.489233419466,2.050113895216401
Missouri,US,2020-09-20 04:22:56,36.75000327,-93.45256475,387,4,0,383.0,"Stone, Missouri, US",1211.1917876815226,1.0335917312661498
Missouri,US,2020-09-20 04:22:56,40.2099105,-93.11150106,185,0,0,185.0,"Sullivan, Missouri, US",3038.265725078009,0.0
Missouri,US,2020-09-20 04:22:56,36.65465345,-93.04075153,1116,28,0,1088.0,"Taney, Missouri, US",1995.4226863109714,2.508960573476702
Missouri,US,2020-09-20 04:22:56,37.31728859,-91.96564727,270,2,0,268.0,"Texas, Missouri, US",1063.0758327427357,0.7407407407407407
Missouri,US,2020-09-20 04:22:56,,,0,0,0,0.0,"Unassigned, Missouri, US",,
Missouri,US,2020-09-20 04:22:56,37.8457799,-94.34127305,151,1,0,150.0,"Vernon, Missouri, US",734.3286485435002,0.6622516556291391
Missouri,US,2020-09-20 04:22:56,38.76529479,-91.16124662,437,0,0,437.0,"Warren, Missouri, US",1225.8408370501277,0.0
Missouri,US,2020-09-20 04:22:56,37.96130078,-90.87948158,329,5,0,324.0,"Washington, Missouri, US",1330.3679741205015,1.5197568389057752
Missouri,US,2020-09-20 04:22:56,37.11303869,-90.46001416,168,0,0,168.0,"Wayne, Missouri, US",1305.0570962479608,0.0
Missouri,US,2020-09-20 04:22:56,37.2813734,-92.876329,500,2,0,498.0,"Webster, Missouri, US",1262.8813901798344,0.4
Missouri,US,2020-09-20 04:22:56,40.47945588,-94.42328751,19,0,0,19.0,"Worth, Missouri, US",943.8648782911076,0.0
Missouri,US,2020-09-20 04:22:56,37.27029221,-92.46914488,231,0,0,231.0,"Wright, Missouri, US",1263.0542949313794,0.0
Montana,US,2020-09-20 04:22:56,45.13434354,-112.89846940000001,76,1,0,75.0,"Beaverhead, Montana, US",803.977573257167,1.3157894736842106
Montana,US,2020-09-20 04:22:56,45.42335905,-107.492347,832,21,0,811.0,"Big Horn, Montana, US",6246.715218860275,2.5240384615384617
Montana,US,2020-09-20 04:22:56,48.43175214,-108.9582723,16,0,0,16.0,"Blaine, Montana, US",239.4851070199072,0.0
Montana,US,2020-09-20 04:22:56,46.33277565,-111.49558130000001,17,0,0,17.0,"Broadwater, Montana, US",272.5669392336059,0.0
Montana,US,2020-09-20 04:22:56,45.22850116,-109.0274047,107,0,0,107.0,"Carbon, Montana, US",997.6689976689977,0.0
Montana,US,2020-09-20 04:22:56,45.5197966,-104.53955359999999,0,0,0,0.0,"Carter, Montana, US",0.0,
Montana,US,2020-09-20 04:22:56,47.30797024,-111.3467922,522,5,0,517.0,"Cascade, Montana, US",641.5456087309195,0.9578544061302682
Montana,US,2020-09-20 04:22:56,47.88084126,-110.4353362,18,0,0,18.0,"Chouteau, Montana, US",319.43212067435667,0.0
Montana,US,2020-09-20 04:22:56,46.25319932,-105.57375259999998,101,2,0,99.0,"Custer, Montana, US",885.8095071040167,1.98019801980198
Montana,US,2020-09-20 04:22:56,48.78420029,-105.54763429999998,3,0,0,3.0,"Daniels, Montana, US",177.5147928994083,0.0
Montana,US,2020-09-20 04:22:56,47.26584855,-104.89444170000002,67,1,0,66.0,"Dawson, Montana, US",777.8938813421573,1.492537313432836
Montana,US,2020-09-20 04:22:56,46.05953325,-113.073353,113,0,0,113.0,"Deer Lodge, Montana, US",1236.3238512035014,0.0
Montana,US,2020-09-20 04:22:56,46.33478338,-104.41835649999999,5,0,0,5.0,"Fallon, Montana, US",175.68517217146874,0.0
Montana,US,2020-09-20 04:22:56,47.26331584,-109.2245206,54,1,0,53.0,"Fergus, Montana, US",488.6877828054298,1.851851851851852
Montana,US,2020-09-20 04:22:56,48.29575866,-114.05205690000001,826,16,0,810.0,"Flathead, Montana, US",795.715083906518,1.937046004842615
Montana,US,2020-09-20 04:22:56,45.54486106,-111.1692571,1200,4,0,1196.0,"Gallatin, Montana, US",1048.6393903909675,0.3333333333333333
Montana,US,2020-09-20 04:22:56,47.27545948,-107.0002351,16,0,0,16.0,"Garfield, Montana, US",1271.8600953895073,0.0
Montana,US,2020-09-20 04:22:56,48.70513576,-112.9934235,176,1,0,175.0,"Glacier, Montana, US",1279.7207881916672,0.5681818181818182
Montana,US,2020-09-20 04:22:56,46.3816474,-109.17685220000001,3,0,0,3.0,"Golden Valley, Montana, US",365.4080389768576,0.0
Montana,US,2020-09-20 04:22:56,46.40605220000001,-113.4414186,22,0,0,22.0,"Granite, Montana, US",651.0802012429713,0.0
Montana,US,2020-09-20 04:22:56,48.62879827,-110.1129252,131,3,0,128.0,"Hill, Montana, US",794.7100218393592,2.2900763358778624
Montana,US,2020-09-20 04:22:56,46.14907081,-112.094396,55,0,0,55.0,"Jefferson, Montana, US",450.04500450045,0.0
Montana,US,2020-09-20 04:22:56,47.04581276,-110.26606880000001,6,0,0,6.0,"Judith Basin, Montana, US",298.95366218236165,0.0
Montana,US,2020-09-20 04:22:56,47.64514965,-114.0898013,251,1,0,250.0,"Lake, Montana, US",824.0856261080831,0.398406374501992
Montana,US,2020-09-20 04:22:56,47.12610041,-112.39469799999999,222,3,0,219.0,"Lewis and Clark, Montana, US",319.7372969236087,1.351351351351351
Montana,US,2020-09-20 04:22:56,48.56084317,-111.02430700000001,16,0,0,16.0,"Liberty, Montana, US",684.6384253316218,0.0
Montana,US,2020-09-20 04:22:56,48.54265777,-115.4046155,105,3,0,102.0,"Lincoln, Montana, US",525.5255255255255,2.8571428571428568
Montana,US,2020-09-20 04:22:56,45.30080065,-111.9173017,97,1,0,96.0,"Madison, Montana, US",1127.9069767441858,1.0309278350515465
Montana,US,2020-09-20 04:22:56,47.64469406,-105.79449939999999,19,0,0,19.0,"McCone, Montana, US",1141.826923076923,0.0
Montana,US,2020-09-20 04:22:56,46.59907074,-110.8898557,24,1,0,23.0,"Meagher, Montana, US",1288.936627282492,4.166666666666667
Montana,US,2020-09-20 04:22:56,47.15283992,-115.00152390000001,2,0,0,2.0,"Mineral, Montana, US",45.48555833522857,0.0
Montana,US,2020-09-20 04:22:56,47.03728583,-113.92135079999998,571,3,0,568.0,"Missoula, Montana, US",477.4247491638796,0.5253940455341506
Montana,US,2020-09-20 04:22:56,46.49684637,-108.39498,32,1,0,31.0,"Musselshell, Montana, US",690.6971724584503,3.125
Montana,US,2020-09-20 04:22:56,45.48965095,-110.52643940000002,86,0,0,86.0,"Park, Montana, US",517.8851017704444,0.0
Montana,US,2020-09-20 04:22:56,47.118246299999996,-108.2508876,0,0,0,0.0,"Petroleum, Montana, US",0.0,
Montana,US,2020-09-20 04:22:56,48.25936577,-107.9128511,117,0,0,117.0,"Phillips, Montana, US",2959.028831562974,0.0
Montana,US,2020-09-20 04:22:56,48.22773388,-112.22527029999999,21,0,0,21.0,"Pondera, Montana, US",355.2698358991709,0.0
Montana,US,2020-09-20 04:22:56,45.39617714,-105.636738,3,0,0,3.0,"Powder River, Montana, US",178.359096313912,0.0
Montana,US,2020-09-20 04:22:56,46.85538891,-112.93591640000001,10,0,0,10.0,"Powell, Montana, US",145.1378809869376,0.0
Montana,US,2020-09-20 04:22:56,46.86048047,-105.379384,1,0,0,1.0,"Prairie, Montana, US",92.85051067780873,0.0
Montana,US,2020-09-20 04:22:56,46.08520862,-114.11891640000002,126,2,0,124.0,"Ravalli, Montana, US",287.6318312559923,1.5873015873015872
Montana,US,2020-09-20 04:22:56,47.78668011,-104.5610786,73,2,0,71.0,"Richland, Montana, US",675.7382208645747,2.7397260273972597
Montana,US,2020-09-20 04:22:56,48.29607488,-105.00792679999999,147,1,0,146.0,"Roosevelt, Montana, US",1335.8778625954199,0.6802721088435374
Montana,US,2020-09-20 04:22:56,46.23397237,-106.72928799999998,558,17,0,541.0,"Rosebud, Montana, US",6243.705941591138,3.046594982078853
Montana,US,2020-09-20 04:22:56,47.67657534,-115.1329916,44,1,0,43.0,"Sanders, Montana, US",363.2460992322298,2.272727272727273
Montana,US,2020-09-20 04:22:56,48.72085833,-104.50382900000001,9,0,0,9.0,"Sheridan, Montana, US",271.98549410698104,0.0
Montana,US,2020-09-20 04:22:56,45.90018933,-112.6620092,209,0,0,209.0,"Silver Bow, Montana, US",598.5965917227553,0.0
Montana,US,2020-09-20 04:22:56,45.67071407,-109.3950061,51,2,0,49.0,"Stillwater, Montana, US",528.9359054138146,3.92156862745098
Montana,US,2020-09-20 04:22:56,45.81367654,-109.9425686,37,1,0,36.0,"Sweet Grass, Montana, US",990.0990099009905,2.702702702702702
Montana,US,2020-09-20 04:22:56,47.83741052,-112.24106880000001,20,0,0,20.0,"Teton, Montana, US",325.36196518626974,0.0
Montana,US,2020-09-20 04:22:56,48.65577551,-111.69424140000001,70,6,0,64.0,"Toole, Montana, US",1478.0405405405404,8.571428571428571
Montana,US,2020-09-20 04:22:56,46.20973220000001,-107.26665159999999,3,0,0,3.0,"Treasure, Montana, US",431.0344827586207,0.0
Montana,US,2020-09-20 04:22:56,,,0,0,0,0.0,"Unassigned, Montana, US",,
Montana,US,2020-09-20 04:22:56,48.36435097,-106.6669635,58,0,0,58.0,"Valley, Montana, US",784.2076798269335,0.0
Montana,US,2020-09-20 04:22:56,46.46652491,-109.84646359999999,9,0,0,9.0,"Wheatland, Montana, US",423.3301975540922,0.0
Montana,US,2020-09-20 04:22:56,46.95925154,-104.2510927,9,0,0,9.0,"Wibaux, Montana, US",928.7925696594427,0.0
Montana,US,2020-09-20 04:22:56,45.93955949,-108.26914860000001,2797,56,0,2741.0,"Yellowstone, Montana, US",1734.0359578425293,2.0021451555237757
Nebraska,US,2020-09-20 04:22:56,40.52449420000001,-98.50117804,506,12,0,494.0,"Adams, Nebraska, US",1613.3660682970374,2.3715415019762847
Nebraska,US,2020-09-20 04:22:56,42.17695516,-98.06662829999999,53,1,0,52.0,"Antelope, Nebraska, US",841.5369958717054,1.8867924528301887
Nebraska,US,2020-09-20 04:22:56,41.56896142,-101.6959559,1,0,0,1.0,"Arthur, Nebraska, US",215.98272138228938,0.0
Nebraska,US,2020-09-20 04:22:56,41.54634427,-103.7114332,2,0,0,2.0,"Banner, Nebraska, US",268.4563758389262,0.0
Nebraska,US,2020-09-20 04:22:56,41.91311716,-99.97677845,0,0,0,0.0,"Blaine, Nebraska, US",0.0,
Nebraska,US,2020-09-20 04:22:56,41.70759415,-98.06737183,63,0,0,63.0,"Boone, Nebraska, US",1213.4052388289674,0.0
Nebraska,US,2020-09-20 04:22:56,42.22079243,-103.08788340000001,53,0,0,53.0,"Box Butte, Nebraska, US",491.51442084763045,0.0
Nebraska,US,2020-09-20 04:22:56,42.899727399999996,-98.76486568,17,0,0,17.0,"Boyd, Nebraska, US",885.8780614903595,0.0
Nebraska,US,2020-09-20 04:22:56,42.43018907,-99.92904055,17,0,0,17.0,"Brown, Nebraska, US",575.2961082910323,0.0
Nebraska,US,2020-09-20 04:22:56,40.85486962,-99.07500296,953,4,0,949.0,"Buffalo, Nebraska, US",1919.0881813971287,0.4197271773347324
Nebraska,US,2020-09-20 04:22:56,41.85056773,-96.32605633,75,0,0,75.0,"Burt, Nebraska, US",1161.1704598235021,0.0
Nebraska,US,2020-09-20 04:22:56,41.22703692,-97.13106306,106,1,0,105.0,"Butler, Nebraska, US",1322.3552894211575,0.9433962264150944
Nebraska,US,2020-09-20 04:22:56,40.90899107,-96.13971217,304,2,0,302.0,"Cass, Nebraska, US",1158.1834806461445,0.6578947368421053
Nebraska,US,2020-09-20 04:22:56,42.598885100000004,-97.25311951,73,0,0,73.0,"Cedar, Nebraska, US",868.8407522018567,0.0
Nebraska,US,2020-09-20 04:22:56,40.523719799999995,-101.69780259999999,20,0,0,20.0,"Chase, Nebraska, US",509.683995922528,0.0
Nebraska,US,2020-09-20 04:22:56,42.54502621,-101.1244332,42,4,0,38.0,"Cherry, Nebraska, US",738.2668307259622,9.523809523809524
Nebraska,US,2020-09-20 04:22:56,41.21999357,-102.9941693,36,0,0,36.0,"Cheyenne, Nebraska, US",404.040404040404,0.0
Nebraska,US,2020-09-20 04:22:56,40.52439441,-98.05126296,66,0,0,66.0,"Clay, Nebraska, US",1064.0012896985334,0.0
Nebraska,US,2020-09-20 04:22:56,41.57486951,-97.0868542,758,5,0,753.0,"Colfax, Nebraska, US",7078.158558222056,0.6596306068601583
Nebraska,US,2020-09-20 04:22:56,41.91637624,-96.78730772,119,0,0,119.0,"Cuming, Nebraska, US",1345.240786796292,0.0
Nebraska,US,2020-09-20 04:22:56,41.39374521,-99.72805369,80,4,0,76.0,"Custer, Nebraska, US",742.3216108378955,5.0
Nebraska,US,2020-09-20 04:22:56,42.39040144,-96.56656425,2140,43,0,2097.0,"Dakota, Nebraska, US",10686.108059522621,2.0093457943925235
Nebraska,US,2020-09-20 04:22:56,42.71985036,-103.1313774,114,0,0,114.0,"Dawes, Nebraska, US",1327.2790778903247,0.0
Nebraska,US,2020-09-20 04:22:56,40.87028216,-99.82014609999999,1067,12,0,1055.0,"Dawson, Nebraska, US",4522.144522144522,1.1246485473289598
Nebraska,US,2020-09-20 04:22:56,41.11168186,-102.33333309999999,4,0,0,4.0,"Deuel, Nebraska, US",222.9654403567447,0.0
Nebraska,US,2020-09-20 04:22:56,42.49188363,-96.86782408,83,2,0,81.0,"Dixon, Nebraska, US",1472.6756564939676,2.409638554216868
Nebraska,US,2020-09-20 04:22:56,41.58071748,-96.65598179,1076,11,0,1065.0,"Dodge, Nebraska, US",2942.70477232326,1.0223048327137547
Nebraska,US,2020-09-20 04:22:56,41.29518299,-96.15085305,15107,177,0,14930.0,"Douglas, Nebraska, US",2644.1950056622563,1.1716422850334285
Nebraska,US,2020-09-20 04:22:56,40.17638677,-101.6876522,11,1,0,10.0,"Dundy, Nebraska, US",649.7341996455996,9.090909090909092
Nebraska,US,2020-09-20 04:22:56,40.52458567,-97.59646937,51,1,0,50.0,"Fillmore, Nebraska, US",933.7239106554376,1.96078431372549
Nebraska,US,2020-09-20 04:22:56,40.17636348,-98.95299073,22,0,0,22.0,"Franklin, Nebraska, US",738.5028533064784,0.0
Nebraska,US,2020-09-20 04:22:56,40.52993007,-100.3924658,7,0,0,7.0,"Frontier, Nebraska, US",266.46364674533686,0.0
Nebraska,US,2020-09-20 04:22:56,40.17642064,-99.91247454,33,1,0,32.0,"Furnas, Nebraska, US",705.7313943541487,3.0303030303030303
Nebraska,US,2020-09-20 04:22:56,40.26186809,-96.68946704,201,5,0,196.0,"Gage, Nebraska, US",934.3187839910753,2.487562189054726
Nebraska,US,2020-09-20 04:22:56,41.61703149,-102.3313973,9,0,0,9.0,"Garden, Nebraska, US",489.9292324442025,0.0
Nebraska,US,2020-09-20 04:22:56,41.91428955,-98.99111827,6,0,0,6.0,"Garfield, Nebraska, US",304.7232097511427,0.0
Nebraska,US,2020-09-20 04:22:56,40.51481965,-99.83020279,32,0,0,32.0,"Gosper, Nebraska, US",1608.0402010050257,0.0
Nebraska,US,2020-09-20 04:22:56,41.91528587,-101.740701,1,0,0,1.0,"Grant, Nebraska, US",160.5136436597111,0.0
Nebraska,US,2020-09-20 04:22:56,41.56742671,-98.52150266,22,0,0,22.0,"Greeley, Nebraska, US",933.786078098472,0.0
Nebraska,US,2020-09-20 04:22:56,40.87257079,-98.50218293,1958,47,0,1911.0,"Hall, Nebraska, US",3191.3679852655932,2.400408580183861
Nebraska,US,2020-09-20 04:22:56,40.87349452,-98.02099117,119,12,0,107.0,"Hamilton, Nebraska, US",1276.2762762762766,10.084033613445378
Nebraska,US,2020-09-20 04:22:56,40.17658508,-99.40438879,14,0,0,14.0,"Harlan, Nebraska, US",414.2011834319526,0.0
Nebraska,US,2020-09-20 04:22:56,40.52451972,-101.0603568,0,0,0,0.0,"Hayes, Nebraska, US",0.0,
Nebraska,US,2020-09-20 04:22:56,40.17609175,-101.04164770000001,4,0,0,4.0,"Hitchcock, Nebraska, US",144.82259232440262,0.0
Nebraska,US,2020-09-20 04:22:56,42.45522056,-98.78402558,50,0,0,50.0,"Holt, Nebraska, US",496.67229561935034,0.0
Nebraska,US,2020-09-20 04:22:56,41.91586243,-101.1354293,7,0,0,7.0,"Hooker, Nebraska, US",1026.392961876833,0.0
Nebraska,US,2020-09-20 04:22:56,41.2200529,-98.5166499,88,5,0,83.0,"Howard, Nebraska, US",1365.3995345228861,5.6818181818181825
Nebraska,US,2020-09-20 04:22:56,40.17584531,-97.142601,29,0,0,29.0,"Jefferson, Nebraska, US",411.58103888731193,0.0
Nebraska,US,2020-09-20 04:22:56,40.39257596,-96.26522753,40,0,0,40.0,"Johnson, Nebraska, US",788.7990534411357,0.0
Nebraska,US,2020-09-20 04:22:56,40.50663314,-98.94877182,137,0,0,137.0,"Kearney, Nebraska, US",2109.314857582756,0.0
Nebraska,US,2020-09-20 04:22:56,41.19930341,-101.66201640000001,60,0,0,60.0,"Keith, Nebraska, US",746.8259895444362,0.0
Nebraska,US,2020-09-20 04:22:56,42.87990694,-99.71343729,4,0,0,4.0,"Keya Paha, Nebraska, US",496.27791563275434,0.0
Nebraska,US,2020-09-20 04:22:56,41.19774275,-103.7148131,15,0,0,15.0,"Kimball, Nebraska, US",412.9955947136564,0.0
Nebraska,US,2020-09-20 04:22:56,42.63758421,-97.89178836,132,0,0,132.0,"Knox, Nebraska, US",1584.2534805568896,0.0
Nebraska,US,2020-09-20 04:22:56,40.78416049,-96.68777155,5605,24,0,5581.0,"Lancaster, Nebraska, US",1756.5577109906296,0.4281891168599465
Nebraska,US,2020-09-20 04:22:56,41.04658298,-100.74753740000001,356,2,0,354.0,"Lincoln, Nebraska, US",1019.6482786274847,0.5617977528089888
Nebraska,US,2020-09-20 04:22:56,41.56650314,-100.4817851,6,0,0,6.0,"Logan, Nebraska, US",802.1390374331551,0.0
Nebraska,US,2020-09-20 04:22:56,41.91371961,-99.45440415,3,0,0,3.0,"Loup, Nebraska, US",451.8072289156627,0.0
Nebraska,US,2020-09-20 04:22:56,41.91676024,-97.6005481,775,5,0,770.0,"Madison, Nebraska, US",2208.0401151029946,0.6451612903225806
Nebraska,US,2020-09-20 04:22:56,41.56797682,-101.05993620000001,6,0,0,6.0,"McPherson, Nebraska, US",1214.5748987854256,0.0
Nebraska,US,2020-09-20 04:22:56,41.16624273,-98.0374887,81,1,0,80.0,"Merrick, Nebraska, US",1044.4874274661508,1.2345679012345678
Nebraska,US,2020-09-20 04:22:56,41.71711774,-103.0061405,75,0,0,75.0,"Morrill, Nebraska, US",1615.6828953037484,0.0
Nebraska,US,2020-09-20 04:22:56,41.39750195,-97.99327291,24,0,0,24.0,"Nance, Nebraska, US",682.0119352088661,0.0
Nebraska,US,2020-09-20 04:22:56,40.38514847,-95.85433992,114,0,0,114.0,"Nemaha, Nebraska, US",1635.1118760757315,0.0
Nebraska,US,2020-09-20 04:22:56,40.17637905,-98.04743961,13,0,0,13.0,"Nuckolls, Nebraska, US",313.404050144648,0.0
Nebraska,US,2020-09-20 04:22:56,40.64843556,-96.13374142,135,1,0,134.0,"Otoe, Nebraska, US",843.1176617536847,0.7407407407407407
Nebraska,US,2020-09-20 04:22:56,40.13141096,-96.23705437,15,0,0,15.0,"Pawnee, Nebraska, US",574.052812858783,0.0
Nebraska,US,2020-09-20 04:22:56,40.85082525,-101.6502942,33,9,0,24.0,"Perkins, Nebraska, US",1141.4735385679696,27.272727272727273
Nebraska,US,2020-09-20 04:22:56,40.51156033,-99.41461667,102,0,0,102.0,"Phelps, Nebraska, US",1129.0679654638036,0.0
Nebraska,US,2020-09-20 04:22:56,42.26434853,-97.60122773,100,7,0,93.0,"Pierce, Nebraska, US",1398.9927252378284,7.0
Nebraska,US,2020-09-20 04:22:56,41.57246836,-97.52144359,1010,3,0,1007.0,"Platte, Nebraska, US",3017.6277263220795,0.297029702970297
Nebraska,US,2020-09-20 04:22:56,41.18813488,-97.56630712,49,1,0,48.0,"Polk, Nebraska, US",939.9577978131597,2.0408163265306123
Nebraska,US,2020-09-20 04:22:56,40.17556879999999,-100.476998,25,0,0,25.0,"Red Willow, Nebraska, US",233.12196941439763,0.0
Nebraska,US,2020-09-20 04:22:56,40.1247415,-95.71755036,50,1,0,49.0,"Richardson, Nebraska, US",635.7279084551811,2.0
Nebraska,US,2020-09-20 04:22:56,42.42252217,-99.44832069,37,0,0,37.0,"Rock, Nebraska, US",2726.6028002947683,0.0
Nebraska,US,2020-09-20 04:22:56,40.52418865,-97.14085859,692,2,0,690.0,"Saline, Nebraska, US",4865.016872890888,0.28901734104046245
Nebraska,US,2020-09-20 04:22:56,41.11314181,-96.11156432,3356,15,0,3341.0,"Sarpy, Nebraska, US",1792.7733498579032,0.4469606674612634
Nebraska,US,2020-09-20 04:22:56,41.227810299999994,-96.63773905,401,3,0,398.0,"Saunders, Nebraska, US",1858.3742700899065,0.7481296758104738
Nebraska,US,2020-09-20 04:22:56,41.85070896,-103.70809859999999,405,7,0,398.0,"Scotts Bluff, Nebraska, US",1137.0655286652816,1.728395061728395
Nebraska,US,2020-09-20 04:22:56,40.87241834,-97.139673,203,3,0,200.0,"Seward, Nebraska, US",1174.496644295302,1.477832512315271
Nebraska,US,2020-09-20 04:22:56,42.50284406,-102.4126613,47,0,0,47.0,"Sheridan, Nebraska, US",895.9207014868471,0.0
Nebraska,US,2020-09-20 04:22:56,41.22045983,-98.97588642,23,1,0,22.0,"Sherman, Nebraska, US",766.4111962679108,4.3478260869565215
Nebraska,US,2020-09-20 04:22:56,42.48932059,-103.7576544,7,0,0,7.0,"Sioux, Nebraska, US",600.3430531732419,0.0
Nebraska,US,2020-09-20 04:22:56,41.9169835,-97.19394708,39,0,0,39.0,"Stanton, Nebraska, US",658.7837837837837,0.0
Nebraska,US,2020-09-20 04:22:56,40.17626377,-97.59504381,29,0,0,29.0,"Thayer, Nebraska, US",579.6522086747951,0.0
Nebraska,US,2020-09-20 04:22:56,41.91358968,-100.5556632,5,0,0,5.0,"Thomas, Nebraska, US",692.5207756232687,0.0
Nebraska,US,2020-09-20 04:22:56,42.15725356,-96.54157099,244,4,0,240.0,"Thurston, Nebraska, US",3377.6301218161684,1.639344262295082
Nebraska,US,2020-09-20 04:22:56,,,194,0,0,194.0,"Unassigned, Nebraska, US",,0.0
Nebraska,US,2020-09-20 04:22:56,41.56730777,-98.98197724,30,0,0,30.0,"Valley, Nebraska, US",721.5007215007214,0.0
Nebraska,US,2020-09-20 04:22:56,41.52815707,-96.22019892,242,2,0,240.0,"Washington, Nebraska, US",1167.4465724347533,0.8264462809917356
Nebraska,US,2020-09-20 04:22:56,42.20934475,-97.11926964,115,0,0,115.0,"Wayne, Nebraska, US",1225.3596164091634,0.0
Nebraska,US,2020-09-20 04:22:56,40.17642643,-98.50019851,15,0,0,15.0,"Webster, Nebraska, US",430.16919988528815,0.0
Nebraska,US,2020-09-20 04:22:56,41.91482725,-98.52798941,1,0,0,1.0,"Wheeler, Nebraska, US",127.7139208173691,0.0
Nebraska,US,2020-09-20 04:22:56,40.87272618,-97.59710186,148,1,0,147.0,"York, Nebraska, US",1081.9504349733168,0.6756756756756757
Nevada,US,2020-09-20 04:22:56,39.15509045,-119.7480219,523,8,0,515.0,"Carson City, Nevada, US",935.331568781744,1.5296367112810707
Nevada,US,2020-09-20 04:22:56,39.58105744,-118.3394607,137,3,0,134.0,"Churchill, Nevada, US",550.0020073065958,2.18978102189781
Nevada,US,2020-09-20 04:22:56,36.21458855,-115.0130241,63877,1327,0,62550.0,"Clark, Nevada, US",2818.042850556863,2.0774300608982887
Nevada,US,2020-09-20 04:22:56,38.912862,-119.61713329999999,286,1,0,285.0,"Douglas, Nevada, US",584.8072794192823,0.34965034965034963
Nevada,US,2020-09-20 04:22:56,41.14531606,-115.3577619,904,8,0,896.0,"Elko, Nevada, US",1712.834893326765,0.8849557522123894
Nevada,US,2020-09-20 04:22:56,37.78436681,-117.63199990000001,0,0,0,0.0,"Esmeralda, Nevada, US",0.0,
Nevada,US,2020-09-20 04:22:56,39.98100864,-116.26832040000001,10,0,0,10.0,"Eureka, Nevada, US",492.8536224741252,0.0
Nevada,US,2020-09-20 04:22:56,41.40692186,-118.11094270000001,118,4,0,114.0,"Humboldt, Nevada, US",701.0872794248708,3.3898305084745757
Nevada,US,2020-09-20 04:22:56,39.933223299999995,-117.03970749999999,70,1,0,69.0,"Lander, Nevada, US",1265.3651482284888,1.4285714285714286
Nevada,US,2020-09-20 04:22:56,37.64268459,-114.8790388,7,0,0,7.0,"Lincoln, Nevada, US",135.05691684352692,0.0
Nevada,US,2020-09-20 04:22:56,39.01777974,-119.18704790000001,407,7,0,400.0,"Lyon, Nevada, US",707.7030081724918,1.71990171990172
Nevada,US,2020-09-20 04:22:56,38.53841696,-118.4344506,13,0,0,13.0,"Mineral, Nevada, US",288.56825749167587,0.0
Nevada,US,2020-09-20 04:22:56,38.04264256,-116.47227020000001,492,15,0,477.0,"Nye, Nevada, US",1057.5414311200911,3.0487804878048776
